time,DRN01,DRN02,DRN03,DRN04,DRN05,DRN06,DRN07,DRN08,DRN09,DRN10,DRN11,DRN12,DRN13,DRN14,DRN15,DRN16,DRN17,DRN18
4898.400000000,-2879.4,-28145.,-4081.3,-35857.,-0.14656E+06,-18799.,-78489.,-68001.,-0.49440E+06,-1977.5,-0.17766E+06,-79930.,-0.26267E+06,-0.10190E+06,-44650.,-45786.,-0.12701E+06,-39881.
4929.400000000,-2961.5,-29925.,-4342.8,-37830.,-0.16003E+06,-19391.,-93305.,-77047.,-0.59881E+06,-2191.4,-0.22351E+06,-0.13512E+06,-0.28877E+06,-0.12454E+06,-46165.,-89839.,-0.17648E+06,-43469.
4959.400000000,-3035.0,-31682.,-4639.7,-40268.,-0.17448E+06,-19886.,-0.10746E+06,-85627.,-0.66606E+06,-2445.5,-0.26242E+06,-0.16532E+06,-0.31474E+06,-0.15324E+06,-50316.,-0.13035E+06,-0.20786E+06,-48036.
4990.400000000,-3098.9,-32923.,-4794.2,-41671.,-0.18582E+06,-20311.,-0.12027E+06,-87617.,-0.71445E+06,-2322.5,-0.29052E+06,-0.16843E+06,-0.33662E+06,-0.16606E+06,-54542.,-0.14217E+06,-0.22584E+06,-52527.
5021.400000000,-3160.2,-34000.,-4953.1,-43038.,-0.19253E+06,-20607.,-0.12700E+06,-91506.,-0.71814E+06,-2264.0,-0.29847E+06,-0.17231E+06,-0.35601E+06,-0.17593E+06,-56050.,-0.14918E+06,-0.23944E+06,-55515.
5051.400000000,-3189.3,-34235.,-5078.4,-44146.,-0.19319E+06,-20604.,-0.12521E+06,-94136.,-0.67657E+06,-2047.4,-0.28476E+06,-0.16137E+06,-0.36016E+06,-0.18827E+06,-55465.,-0.14884E+06,-0.22972E+06,-56357.
5082.400000000,-3125.9,-32421.,-4974.2,-42996.,-0.18486E+06,-20124.,-0.10650E+06,-84740.,-0.56397E+06,-1416.9,-0.22942E+06,-99545.,-0.35089E+06,-0.18544E+06,-53053.,-0.12239E+06,-0.20660E+06,-54800.
5112.400000000,-3039.6,-31016.,-4741.4,-40977.,-0.17310E+06,-19608.,-94616.,-77219.,-0.49699E+06,-1372.2,-0.19854E+06,-71603.,-0.32366E+06,-0.15931E+06,-50668.,-68614.,-0.15968E+06,-51138.
5143.400000000,-2959.8,-29895.,-4521.5,-39075.,-0.16314E+06,-19137.,-86637.,-71267.,-0.46260E+06,-1400.2,-0.17863E+06,-59457.,-0.30127E+06,-0.13758E+06,-48504.,-44869.,-0.13211E+06,-47775.
5174.400000000,-2884.4,-28890.,-4317.6,-37306.,-0.15468E+06,-18706.,-80327.,-67182.,-0.44098E+06,-1444.0,-0.16438E+06,-53581.,-0.28400E+06,-0.12047E+06,-46513.,-35514.,-0.11519E+06,-44712.
5203.400000000,-2816.2,-28003.,-4139.7,-35745.,-0.14786E+06,-18332.,-75779.,-63832.,-0.42606E+06,-1439.3,-0.15468E+06,-50329.,-0.27114E+06,-0.10828E+06,-44795.,-31193.,-0.10462E+06,-42062.
5234.400000000,-2747.1,-27118.,-3970.7,-34184.,-0.14165E+06,-17967.,-71965.,-60930.,-0.41558E+06,-1406.6,-0.14907E+06,-48863.,-0.25938E+06,-98453.,-43120.,-29359.,-97709.,-39487.
5264.400000000,-2764.7,-27285.,-3995.7,-34103.,-0.14662E+06,-18148.,-78428.,-62141.,-0.49179E+06,-1133.7,-0.17398E+06,-77082.,-0.26489E+06,-98842.,-43058.,-40309.,-0.11988E+06,-39903.
5295.400000000,-2854.5,-28727.,-4296.0,-36806.,-0.15977E+06,-18558.,-91007.,-72861.,-0.57297E+06,-1337.8,-0.21225E+06,-0.12662E+06,-0.28630E+06,-0.12580E+06,-46743.,-88210.,-0.16369E+06,-43567.
5325.400000000,-2925.3,-29891.,-4550.9,-38431.,-0.17343E+06,-19042.,-0.10474E+06,-78061.,-0.65088E+06,-1321.4,-0.25603E+06,-0.15446E+06,-0.31023E+06,-0.15141E+06,-51176.,-0.12904E+06,-0.20286E+06,-47799.
5356.400000000,-2982.9,-30303.,-4709.3,-39888.,-0.18072E+06,-19372.,-0.11119E+06,-80237.,-0.64867E+06,-1216.3,-0.26035E+06,-0.15838E+06,-0.33108E+06,-0.17057E+06,-55269.,-0.15130E+06,-0.21932E+06,-51955.
5387.400000000,-3026.9,-31051.,-4897.3,-41102.,-0.18661E+06,-19637.,-0.11650E+06,-83467.,-0.66191E+06,-1234.5,-0.27238E+06,-0.15733E+06,-0.34816E+06,-0.18571E+06,-57798.,-0.16149E+06,-0.22901E+06,-54914.
5417.400000000,-3071.9,-31359.,-5008.2,-42312.,-0.18866E+06,-19653.,-0.11437E+06,-88099.,-0.63412E+06,-1248.8,-0.26091E+06,-0.15106E+06,-0.35001E+06,-0.19151E+06,-57416.,-0.14194E+06,-0.21049E+06,-55157.
5448.400000000,-3154.6,-31488.,-4978.4,-41949.,-0.18807E+06,-19666.,-0.10920E+06,-87331.,-0.60376E+06,-1422.4,-0.24155E+06,-0.15218E+06,-0.34359E+06,-0.18046E+06,-56889.,-0.10645E+06,-0.19243E+06,-54396.
5478.400000000,-3075.9,-30199.,-4719.8,-40030.,-0.17646E+06,-19217.,-97221.,-78236.,-0.51882E+06,-1451.2,-0.20276E+06,-90557.,-0.31546E+06,-0.15537E+06,-54471.,-60755.,-0.15044E+06,-50891.
5509.400000000,-2998.4,-29157.,-4494.2,-38195.,-0.16651E+06,-18790.,-88496.,-71476.,-0.47474E+06,-1476.7,-0.18030E+06,-68277.,-0.29196E+06,-0.13436E+06,-52204.,-42090.,-0.12562E+06,-47685.
5540.400000000,-2923.0,-28209.,-4289.9,-36479.,-0.15795E+06,-18392.,-81832.,-67014.,-0.44771E+06,-1477.7,-0.16487E+06,-57878.,-0.27151E+06,-0.11804E+06,-50134.,-34074.,-0.11023E+06,-44740.
5568.400000000,-2856.1,-27389.,-4118.8,-35011.,-0.15119E+06,-18053.,-76734.,-63610.,-0.43071E+06,-1457.6,-0.15594E+06,-52883.,-0.25435E+06,-0.10683E+06,-48354.,-30706.,-0.10064E+06,-42254.
5599.400000000,-2784.0,-26529.,-3947.1,-33505.,-0.14475E+06,-17702.,-72659.,-60466.,-0.41732E+06,-1392.9,-0.14832E+06,-49679.,-0.23982E+06,-97274.,-46489.,-29134.,-93758.,-39719.
5629.400000000,-2804.3,-26670.,-4066.5,-34818.,-0.14701E+06,-17759.,-78020.,-65755.,-0.47357E+06,-1192.3,-0.16721E+06,-73172.,-0.24913E+06,-0.10757E+06,-45508.,-51975.,-0.12672E+06,-39305.
5660.400000000,-2863.3,-27796.,-4353.3,-36941.,-0.15849E+06,-18200.,-91398.,-75482.,-0.57294E+06,-893.67,-0.20922E+06,-0.11690E+06,-0.27438E+06,-0.13063E+06,-45784.,-94249.,-0.17356E+06,-41690.
5690.400000000,-2897.2,-28150.,-4520.7,-38371.,-0.16362E+06,-18642.,-98711.,-78444.,-0.57088E+06,-379.58,-0.21827E+06,-0.13188E+06,-0.29729E+06,-0.15242E+06,-46580.,-0.12755E+06,-0.20062E+06,-44233.
5721.400000000,-2906.8,-27731.,-4631.7,-39666.,-0.16457E+06,-18795.,-96218.,-77904.,-0.54051E+06,0.0000,-0.20952E+06,-0.12485E+06,-0.31710E+06,-0.16903E+06,-46319.,-0.14632E+06,-0.21430E+06,-45877.
5752.400000000,-2919.8,-27569.,-4783.6,-40614.,-0.16577E+06,-18932.,-97974.,-78895.,-0.54141E+06,0.0000,-0.21563E+06,-0.12907E+06,-0.33112E+06,-0.18296E+06,-45934.,-0.15516E+06,-0.22126E+06,-46839.
5782.400000000,-2909.5,-26609.,-4799.8,-40177.,-0.16344E+06,-19007.,-84354.,-76276.,-0.46101E+06,0.0000,-0.18125E+06,-0.11474E+06,-0.33219E+06,-0.18705E+06,-43961.,-0.14082E+06,-0.20871E+06,-46705.
5813.400000000,-2835.7,-25340.,-4612.2,-38496.,-0.15695E+06,-18550.,-72172.,-68680.,-0.40337E+06,0.0000,-0.15125E+06,-73171.,-0.31790E+06,-0.16615E+06,-41283.,-85724.,-0.18273E+06,-44841.
5843.400000000,-2750.6,-24337.,-4418.9,-36667.,-0.14842E+06,-18079.,-66406.,-64923.,-0.38199E+06,0.0000,-0.13960E+06,-55478.,-0.29640E+06,-0.14248E+06,-39397.,-51077.,-0.14342E+06,-41764.
5874.400000000,-2669.7,-23456.,-4225.3,-34948.,-0.14126E+06,-17644.,-62450.,-61642.,-0.37238E+06,0.0000,-0.13220E+06,-47757.,-0.27867E+06,-0.12373E+06,-37748.,-37641.,-0.12022E+06,-39110.
5905.400000000,-2592.9,-22671.,-4041.1,-33345.,-0.13516E+06,-17245.,-59266.,-58649.,-0.36559E+06,0.0000,-0.12651E+06,-44013.,-0.25919E+06,-0.10974E+06,-36252.,-31720.,-0.10585E+06,-36708.
5933.400000000,-2525.1,-22050.,-3883.6,-31973.,-0.13041E+06,-16909.,-56784.,-56797.,-0.35999E+06,0.0000,-0.12235E+06,-42071.,-0.24257E+06,-99790.,-35012.,-29299.,-96945.,-34705.
5964.400000000,-2453.4,-21414.,-3723.3,-30554.,-0.12591E+06,-16566.,-54447.,-55064.,-0.35557E+06,0.0000,-0.12025E+06,-40799.,-0.23040E+06,-91161.,-33774.,-27903.,-90554.,-32691.
5994.400000000,-2477.3,-21359.,-3819.0,-31056.,-0.13013E+06,-16661.,-58939.,-58542.,-0.43043E+06,0.0000,-0.14301E+06,-61037.,-0.23711E+06,-99886.,-34710.,-47270.,-0.11551E+06,-33236.
6025.400000000,-2545.8,-22203.,-4124.7,-33161.,-0.14373E+06,-17216.,-70397.,-66999.,-0.53295E+06,0.0000,-0.18569E+06,-0.10489E+06,-0.26057E+06,-0.12509E+06,-37558.,-90802.,-0.16130E+06,-36442.
6055.400000000,-2599.8,-23675.,-4404.0,-35076.,-0.15838E+06,-17701.,-83982.,-74097.,-0.60205E+06,0.0000,-0.22249E+06,-0.13716E+06,-0.28371E+06,-0.15009E+06,-41588.,-0.12429E+06,-0.19192E+06,-40429.
6086.400000000,-2644.5,-24245.,-4592.1,-36692.,-0.16849E+06,-18223.,-92145.,-77969.,-0.61808E+06,0.0000,-0.23794E+06,-0.15189E+06,-0.30682E+06,-0.16839E+06,-44693.,-0.14582E+06,-0.21245E+06,-44487.
6117.400000000,-2680.9,-24902.,-4816.8,-38581.,-0.17587E+06,-18503.,-96866.,-83134.,-0.62935E+06,0.0000,-0.24848E+06,-0.15231E+06,-0.32574E+06,-0.18723E+06,-46041.,-0.15917E+06,-0.22347E+06,-47345.
6147.400000000,-2711.2,-25027.,-4954.7,-39906.,-0.17930E+06,-18672.,-95217.,-86569.,-0.60566E+06,0.0000,-0.23763E+06,-0.14672E+06,-0.33149E+06,-0.19629E+06,-45418.,-0.15030E+06,-0.21447E+06,-48370.
6178.400000000,-2653.3,-23854.,-4836.0,-38775.,-0.17445E+06,-18374.,-80070.,-80597.,-0.52449E+06,0.0000,-0.19385E+06,-0.10870E+06,-0.31766E+06,-0.18159E+06,-43515.,-0.10569E+06,-0.18298E+06,-46852.
6208.400000000,-2576.8,-22869.,-4591.5,-37027.,-0.16357E+06,-17912.,-71500.,-72377.,-0.45708E+06,0.0000,-0.16369E+06,-72435.,-0.29255E+06,-0.15567E+06,-41729.,-59945.,-0.14392E+06,-43844.
6239.400000000,-2504.7,-22149.,-4373.4,-35348.,-0.15420E+06,-17484.,-65531.,-67055.,-0.42179E+06,0.0000,-0.14631E+06,-57388.,-0.27724E+06,-0.13427E+06,-40072.,-41771.,-0.12070E+06,-41041.
6270.400000000,-2435.9,-21492.,-4175.3,-33771.,-0.14628E+06,-17093.,-60961.,-62825.,-0.39996E+06,0.0000,-0.13659E+06,-50080.,-0.26054E+06,-0.11770E+06,-38535.,-33884.,-0.10634E+06,-38573.
6298.400000000,-2375.0,-20932.,-4009.2,-32417.,-0.14016E+06,-16762.,-57883.,-59575.,-0.38590E+06,0.0000,-0.13121E+06,-46342.,-0.24482E+06,-0.10651E+06,-37223.,-30513.,-97418.,-36508.
6329.400000000,-2309.3,-20346.,-3839.0,-30999.,-0.13427E+06,-16420.,-55024.,-57072.,-0.37447E+06,0.0000,-0.12635E+06,-43533.,-0.23328E+06,-96495.,-35859.,-28680.,-90744.,-34396.
6359.400000000,-2337.5,-20715.,-3978.8,-31571.,-0.14192E+06,-16510.,-62558.,-60397.,-0.46738E+06,0.0000,-0.15157E+06,-65372.,-0.24357E+06,-0.10904E+06,-36188.,-52767.,-0.11819E+06,-35053.
6390.400000000,-2450.4,-22440.,-4298.3,-33778.,-0.15665E+06,-17338.,-75382.,-71049.,-0.56113E+06,-183.99,-0.18969E+06,-0.12546E+06,-0.27011E+06,-0.13575E+06,-40053.,-90566.,-0.15462E+06,-38852.
6420.400000000,-2525.8,-23869.,-4562.2,-35363.,-0.17060E+06,-17940.,-89232.,-76675.,-0.62592E+06,-240.89,-0.22668E+06,-0.14438E+06,-0.29219E+06,-0.15754E+06,-43626.,-0.11878E+06,-0.18144E+06,-43143.
6451.400000000,-2596.2,-24853.,-4738.6,-37093.,-0.17836E+06,-18329.,-0.10022E+06,-79652.,-0.66038E+06,-126.99,-0.24901E+06,-0.15190E+06,-0.31591E+06,-0.17587E+06,-46480.,-0.14503E+06,-0.20496E+06,-47184.
6482.400000000,-2658.5,-25868.,-4960.3,-38928.,-0.18437E+06,-18784.,-0.10537E+06,-85445.,-0.66308E+06,-101.56,-0.25720E+06,-0.15892E+06,-0.33250E+06,-0.19298E+06,-47979.,-0.15627E+06,-0.21400E+06,-50000.
6512.400000000,-2716.1,-26098.,-5039.6,-39862.,-0.18562E+06,-19097.,-0.10465E+06,-86826.,-0.63121E+06,-106.18,-0.24608E+06,-0.14349E+06,-0.33444E+06,-0.19978E+06,-47920.,-0.14533E+06,-0.20297E+06,-50919.
6543.400000000,-2676.0,-25150.,-4901.1,-38647.,-0.18070E+06,-18881.,-91159.,-80813.,-0.55354E+06,0.0000,-0.20824E+06,-0.11492E+06,-0.32129E+06,-0.17967E+06,-45850.,-98020.,-0.17638E+06,-49135.
6573.400000000,-2596.4,-24024.,-4651.3,-36914.,-0.16898E+06,-18384.,-80107.,-72649.,-0.47612E+06,-38.912,-0.17378E+06,-75279.,-0.29831E+06,-0.15402E+06,-43973.,-57217.,-0.14201E+06,-45968.
6604.400000000,-2521.3,-23203.,-4428.6,-35253.,-0.15892E+06,-17923.,-72556.,-67331.,-0.43647E+06,-169.25,-0.15312E+06,-58956.,-0.28076E+06,-0.13296E+06,-42228.,-40569.,-0.11935E+06,-43011.
6635.400000000,-2450.2,-22479.,-4226.3,-33691.,-0.15044E+06,-17502.,-66626.,-63074.,-0.41266E+06,-268.60,-0.14259E+06,-50825.,-0.26384E+06,-0.11690E+06,-40607.,-33417.,-0.10533E+06,-40294.
6664.400000000,-2386.1,-21838.,-4052.6,-32302.,-0.14358E+06,-17135.,-62343.,-59754.,-0.39772E+06,-418.38,-0.13527E+06,-46719.,-0.24858E+06,-0.10550E+06,-39175.,-30227.,-96427.,-38020.
6695.400000000,-2319.4,-21188.,-3881.7,-30915.,-0.13745E+06,-16769.,-58893.,-57314.,-0.38670E+06,-525.12,-0.12925E+06,-44040.,-0.23182E+06,-95768.,-37765.,-28608.,-90329.,-35838.
6725.400000000,-2339.0,-21308.,-4003.5,-31738.,-0.14527E+06,-16707.,-65358.,-61664.,-0.48563E+06,-542.31,-0.15670E+06,-63371.,-0.24348E+06,-0.10292E+06,-39384.,-47152.,-0.12506E+06,-37159.
6756.400000000,-2477.4,-23218.,-4332.7,-33772.,-0.16109E+06,-17583.,-80057.,-71909.,-0.58971E+06,-637.35,-0.19642E+06,-0.13149E+06,-0.27032E+06,-0.13348E+06,-41655.,-88012.,-0.15874E+06,-40564.
6786.400000000,-2562.7,-24208.,-4548.9,-35099.,-0.17476E+06,-18144.,-90540.,-76644.,-0.63066E+06,-512.88,-0.22332E+06,-0.15052E+06,-0.29107E+06,-0.15205E+06,-44707.,-0.11019E+06,-0.18570E+06,-44631.
6817.400000000,-2624.6,-24643.,-4737.3,-36711.,-0.18195E+06,-18406.,-97675.,-79481.,-0.62903E+06,-214.22,-0.23091E+06,-0.15187E+06,-0.31245E+06,-0.17133E+06,-47090.,-0.13969E+06,-0.20660E+06,-48433.
6848.400000000,-2672.1,-25528.,-4978.9,-38701.,-0.18880E+06,-18741.,-0.10191E+06,-85279.,-0.63736E+06,-88.739,-0.24175E+06,-0.15710E+06,-0.32873E+06,-0.19238E+06,-48750.,-0.15547E+06,-0.21304E+06,-51088.
6878.400000000,-2721.4,-25743.,-5060.7,-39310.,-0.19040E+06,-18992.,-0.10176E+06,-85371.,-0.60932E+06,-13.008,-0.23460E+06,-0.14341E+06,-0.33237E+06,-0.19799E+06,-48248.,-0.14420E+06,-0.20559E+06,-51988.
6909.400000000,-2724.3,-25319.,-4961.7,-38706.,-0.18537E+06,-18752.,-92204.,-81851.,-0.54867E+06,-204.37,-0.20589E+06,-0.12067E+06,-0.32146E+06,-0.18237E+06,-47427.,-0.10067E+06,-0.17712E+06,-50710.
6939.400000000,-2650.1,-24279.,-4711.4,-37020.,-0.17372E+06,-18277.,-81195.,-73562.,-0.47781E+06,-333.35,-0.17377E+06,-77558.,-0.29458E+06,-0.15635E+06,-45517.,-57739.,-0.14022E+06,-47550.
6970.400000000,-2577.1,-23464.,-4486.5,-35392.,-0.16352E+06,-17829.,-73610.,-68008.,-0.44011E+06,-435.47,-0.15462E+06,-60787.,-0.27395E+06,-0.13486E+06,-43718.,-40779.,-0.11814E+06,-44543.
7001.400000000,-2501.7,-22713.,-4281.5,-33855.,-0.15482E+06,-17412.,-67709.,-63702.,-0.41662E+06,-505.02,-0.14270E+06,-52226.,-0.25340E+06,-0.11829E+06,-42057.,-33539.,-0.10429E+06,-41756.
7029.400000000,-2434.3,-22074.,-4109.3,-32529.,-0.14793E+06,-17058.,-63437.,-60375.,-0.40137E+06,-526.37,-0.13503E+06,-47880.,-0.23672E+06,-0.10707E+06,-40636.,-30360.,-95690.,-39400.
7060.400000000,-2365.8,-21403.,-3935.3,-31145.,-0.14137E+06,-16690.,-59810.,-57677.,-0.38970E+06,-531.47,-0.12890E+06,-44873.,-0.22596E+06,-97042.,-39144.,-28663.,-89502.,-37116.
7090.400000000,-2358.6,-21360.,-4002.8,-31142.,-0.14320E+06,-16503.,-63542.,-59842.,-0.45054E+06,-302.39,-0.14402E+06,-54810.,-0.23452E+06,-0.10257E+06,-37958.,-44209.,-0.11811E+06,-36872.
7121.400000000,-2498.1,-22852.,-4275.3,-32860.,-0.15414E+06,-17263.,-73923.,-69831.,-0.51981E+06,-245.26,-0.17593E+06,-0.13055E+06,-0.26146E+06,-0.12028E+06,-38469.,-68624.,-0.15640E+06,-38878.
7151.400000000,-2583.7,-24194.,-4547.6,-34598.,-0.16727E+06,-18002.,-86325.,-76358.,-0.59116E+06,-93.809,-0.20770E+06,-0.15795E+06,-0.28332E+06,-0.14827E+06,-39888.,-0.10320E+06,-0.18467E+06,-41641.
7182.400000000,-2627.1,-24688.,-4705.7,-36204.,-0.17307E+06,-18205.,-94487.,-77790.,-0.61857E+06,0.0000,-0.22162E+06,-0.14175E+06,-0.30384E+06,-0.16949E+06,-40875.,-0.13776E+06,-0.19995E+06,-44554.
7213.400000000,-2665.3,-25189.,-4917.4,-37736.,-0.17944E+06,-18559.,-98652.,-81370.,-0.61782E+06,0.0000,-0.22835E+06,-0.14500E+06,-0.32174E+06,-0.19015E+06,-41767.,-0.15887E+06,-0.21510E+06,-47423.
7243.400000000,-2708.5,-25299.,-4956.0,-37946.,-0.18116E+06,-18944.,-98876.,-81041.,-0.59120E+06,0.0000,-0.22222E+06,-0.13672E+06,-0.32879E+06,-0.18645E+06,-41034.,-0.13769E+06,-0.21611E+06,-48687.
7274.400000000,-2662.6,-24233.,-4846.8,-37099.,-0.17490E+06,-18675.,-84785.,-76913.,-0.50102E+06,0.0000,-0.18125E+06,-0.10221E+06,-0.31658E+06,-0.17292E+06,-39349.,-97780.,-0.18343E+06,-47336.
7304.400000000,-2585.3,-23286.,-4607.2,-35467.,-0.16383E+06,-18173.,-75056.,-70279.,-0.44581E+06,0.0000,-0.15563E+06,-70201.,-0.29534E+06,-0.14832E+06,-37702.,-56318.,-0.14350E+06,-44328.
7335.400000000,-2511.9,-22493.,-4386.9,-33894.,-0.15435E+06,-17704.,-68095.,-65468.,-0.41444E+06,0.0000,-0.14134E+06,-55873.,-0.28208E+06,-0.12842E+06,-36192.,-39988.,-0.12011E+06,-41529.
7366.400000000,-2442.1,-21756.,-4186.1,-32415.,-0.14631E+06,-17273.,-62524.,-61503.,-0.39489E+06,0.0000,-0.13200E+06,-48676.,-0.26698E+06,-0.11341E+06,-34814.,-33041.,-0.10588E+06,-38964.
7394.400000000,-2381.3,-21136.,-4027.4,-31137.,-0.14012E+06,-16917.,-58627.,-59008.,-0.38369E+06,0.0000,-0.12631E+06,-46352.,-0.24890E+06,-0.10292E+06,-33667.,-30104.,-97004.,-36820.
7425.400000000,-2318.1,-20497.,-3860.0,-29793.,-0.13420E+06,-16553.,-55231.,-57079.,-0.37438E+06,0.0000,-0.12138E+06,-44269.,-0.23916E+06,-93509.,-32476.,-28388.,-90300.,-34682.
7455.400000000,-2400.8,-21023.,-3925.5,-29678.,-0.13817E+06,-16617.,-61432.,-59961.,-0.42888E+06,0.0000,-0.13987E+06,-67624.,-0.24196E+06,-96021.,-33321.,-38204.,-0.11118E+06,-35267.
7486.400000000,-2506.3,-22574.,-4205.9,-31452.,-0.15240E+06,-17329.,-73827.,-69065.,-0.52978E+06,0.0000,-0.17948E+06,-0.12352E+06,-0.26288E+06,-0.11480E+06,-35921.,-69485.,-0.15304E+06,-38516.
7516.400000000,-2600.0,-23986.,-4475.1,-33167.,-0.16633E+06,-17816.,-87816.,-74775.,-0.59922E+06,0.0000,-0.21137E+06,-0.14816E+06,-0.28893E+06,-0.13617E+06,-39534.,-0.10072E+06,-0.18889E+06,-42387.
7547.400000000,-2659.6,-24455.,-4589.8,-34864.,-0.17254E+06,-18117.,-95469.,-76471.,-0.62461E+06,0.0000,-0.22593E+06,-0.15001E+06,-0.31030E+06,-0.14972E+06,-42323.,-0.11937E+06,-0.20460E+06,-45752.
7578.400000000,-2702.9,-25195.,-4819.4,-36373.,-0.17929E+06,-18280.,-0.10122E+06,-80442.,-0.63416E+06,0.0000,-0.23496E+06,-0.15096E+06,-0.32607E+06,-0.17284E+06,-44136.,-0.14251E+06,-0.21478E+06,-48636.
7608.400000000,-2740.0,-25445.,-4884.0,-36889.,-0.18082E+06,-18431.,-0.10181E+06,-80656.,-0.60422E+06,0.0000,-0.22632E+06,-0.13599E+06,-0.32890E+06,-0.17619E+06,-43559.,-0.12753E+06,-0.20329E+06,-49248.
7639.400000000,-2700.2,-24576.,-4752.7,-35771.,-0.17529E+06,-18271.,-88419.,-75153.,-0.51153E+06,0.0000,-0.18754E+06,-0.10617E+06,-0.31949E+06,-0.16072E+06,-41599.,-89662.,-0.18221E+06,-47802.
7669.400000000,-2623.0,-23567.,-4512.9,-34173.,-0.16398E+06,-17792.,-77867.,-69111.,-0.45268E+06,0.0000,-0.16033E+06,-70843.,-0.30306E+06,-0.13823E+06,-39815.,-53439.,-0.14784E+06,-44655.
7700.400000000,-2549.6,-22759.,-4295.7,-32662.,-0.15433E+06,-17344.,-70543.,-64395.,-0.41750E+06,0.0000,-0.14363E+06,-55478.,-0.28247E+06,-0.12063E+06,-38194.,-38800.,-0.12252E+06,-41826.
7731.400000000,-2479.2,-22002.,-4098.3,-31241.,-0.14621E+06,-16932.,-64730.,-60477.,-0.39581E+06,0.0000,-0.13353E+06,-47856.,-0.25858E+06,-0.10750E+06,-36702.,-32338.,-0.10700E+06,-39241.
7759.400000000,-2415.5,-21351.,-3931.0,-29997.,-0.13987E+06,-16583.,-60506.,-57957.,-0.38203E+06,0.0000,-0.12664E+06,-43981.,-0.24524E+06,-97820.,-35434.,-29616.,-97503.,-37072.
7790.400000000,-2348.0,-20672.,-3763.5,-28711.,-0.13397E+06,-16225.,-57011.,-55792.,-0.37163E+06,0.0000,-0.12084E+06,-41536.,-0.23069E+06,-89576.,-34162.,-28120.,-90902.,-34890.
7820.400000000,-2374.6,-21078.,-3924.4,-29826.,-0.13938E+06,-16434.,-62439.,-59846.,-0.44370E+06,0.0000,-0.14380E+06,-74544.,-0.24199E+06,-0.10372E+06,-35771.,-50701.,-0.11886E+06,-36018.
7851.400000000,-2429.2,-22370.,-4279.8,-32827.,-0.15273E+06,-16791.,-73636.,-69119.,-0.51891E+06,0.0000,-0.17791E+06,-0.12011E+06,-0.26355E+06,-0.13411E+06,-37769.,-90153.,-0.15888E+06,-39180.
7881.400000000,-2509.1,-23886.,-4590.4,-35123.,-0.16832E+06,-17323.,-87290.,-75812.,-0.59316E+06,0.0000,-0.20566E+06,-0.15201E+06,-0.28685E+06,-0.15803E+06,-42780.,-0.11853E+06,-0.19072E+06,-43932.
7912.400000000,-2554.6,-23824.,-4748.0,-36614.,-0.17237E+06,-17507.,-91606.,-76734.,-0.57516E+06,0.0000,-0.21324E+06,-0.14174E+06,-0.30842E+06,-0.17928E+06,-43647.,-0.14592E+06,-0.20880E+06,-46988.
7943.400000000,-2600.1,-24057.,-4951.2,-37932.,-0.17535E+06,-17606.,-95374.,-79129.,-0.57211E+06,0.0000,-0.22448E+06,-0.13736E+06,-0.32416E+06,-0.19914E+06,-43126.,-0.16004E+06,-0.21446E+06,-48795.
7973.400000000,-2623.1,-23863.,-5089.1,-38772.,-0.17790E+06,-17885.,-85016.,-81592.,-0.54089E+06,0.0000,-0.20856E+06,-0.14040E+06,-0.32770E+06,-0.20819E+06,-41749.,-0.14809E+06,-0.20226E+06,-49357.
8004.400000000,-2586.0,-22661.,-4844.5,-37195.,-0.16729E+06,-17678.,-72115.,-72057.,-0.44887E+06,0.0000,-0.16332E+06,-94273.,-0.31339E+06,-0.18241E+06,-39134.,-84013.,-0.17645E+06,-47141.
8034.400000000,-2511.6,-21810.,-4611.7,-35465.,-0.15668E+06,-17221.,-64864.,-66793.,-0.40572E+06,0.0000,-0.14296E+06,-65378.,-0.29145E+06,-0.15521E+06,-37357.,-50575.,-0.13934E+06,-43981.
8065.400000000,-2440.6,-21051.,-4391.7,-33832.,-0.14791E+06,-16794.,-59363.,-62551.,-0.38364E+06,0.0000,-0.13131E+06,-52174.,-0.27229E+06,-0.13329E+06,-35812.,-37323.,-0.11717E+06,-41116.
8096.400000000,-2372.9,-20350.,-4187.7,-32303.,-0.14064E+06,-16403.,-55195.,-59023.,-0.36958E+06,0.0000,-0.12356E+06,-45389.,-0.25457E+06,-0.11670E+06,-34414.,-31600.,-0.10338E+06,-38523.
8125.400000000,-2309.9,-19738.,-4009.6,-30944.,-0.13472E+06,-16061.,-52300.,-56840.,-0.35993E+06,0.0000,-0.11783E+06,-41982.,-0.23895E+06,-0.10504E+06,-33198.,-29077.,-94632.,-36287.
8156.400000000,-2245.1,-19129.,-3835.9,-29585.,-0.12935E+06,-15723.,-49698.,-54860.,-0.35251E+06,0.0000,-0.11300E+06,-39778.,-0.22724E+06,-95109.,-32011.,-27649.,-88540.,-34162.
8186.400000000,-2252.0,-19414.,-3931.0,-30414.,-0.13405E+06,-15822.,-55369.,-58302.,-0.41331E+06,0.0000,-0.12947E+06,-61086.,-0.23133E+06,-0.10478E+06,-33274.,-44085.,-0.10632E+06,-34968.
8217.400000000,-2325.6,-20933.,-4293.1,-32933.,-0.14873E+06,-16456.,-67099.,-68034.,-0.51795E+06,0.0000,-0.16970E+06,-0.12205E+06,-0.25666E+06,-0.13502E+06,-37772.,-83577.,-0.15222E+06,-39972.
